Date,close,P_E,P_B,Div_Yield,a10_y_GSEC,Yield_gap,EPS,MCAP_GDP,EPS_1YEARAGO,EPS_GROWTH_1,PEG_1,PEGY_1,EPS_3YEARAGO,EPS_GROWTH_3,PEG_3,PEGY_3,return_1,return_3,return-5,return_7,return_10
20-Jan-10,"? 5,221.70",23.06,3.67,0.94,7.635,3.298486557,? 226.44,86,? 228.05,0.71%,32.42431498,13.96564585,? 186.59,-6.47%,-3.563979315,-4.16975896,9.62%,16.34%,68.63%,71.32%,115.81%
21-Jan-10,"? 5,094.15",22.5,3.58,0.97,7.628,3.183555556,? 226.41,86,? 228.18,0.78%,28.78859329,12.84569514,? 186.57,-6.49%,-3.466442493,-4.075493097,11.72%,18.76%,72.93%,74.71%,115.73%
22-Jan-10,"? 5,036.00",22.24,3.54,0.98,7.566,3.069597122,? 226.44,86,? 228.21,0.78%,28.41513767,12.61714107,? 186.56,-6.50%,-3.423683129,-4.031959616,13.42%,20.25%,76.11%,76.68%,107.53%
25-Jan-10,"? 5,007.90",21.7,3.52,0.98,7.567,2.958705069,? 230.78,86,? 228.16,-1.14%,-19.09552336,-138.7538999,? 186.56,-6.49%,-3.343852645,-3.938636827,13.75%,20.50%,77.63%,78.99%,108.84%
27-Jan-10,"? 4,853.10",21.03,3.41,1.01,7.583,2.827888255,? 230.77,86,? 228.20,-1.12%,-18.85910134,-200.0733348,? 186.57,-6.49%,-3.238596756,-3.835104653,18.34%,23.61%,82.02%,84.35%,97.61%
28-Jan-10,"? 4,867.25",21.09,3.42,1.01,7.544,2.802416311,? 230.78,86,? 225.09,-2.47%,-8.545862203,-14.46639979,? 186.58,-6.06%,-3.478110282,-4.173231641,16.85%,23.01%,79.87%,83.35%,104.53%
29-Jan-10,"? 4,882.05",21,3.43,1.01,7.549,2.787095238,? 232.48,86,? 225.74,-2.90%,-7.240656391,-11.10940919,? 186.59,-6.15%,-3.414386716,-4.085248895,14.79%,22.02%,79.48%,82.85%,88.39%
01-Feb-10,"? 4,899.70",21.07,3.45,1,7.591,2.84491552,? 232.54,86,? 225.74,-2.93%,-7.201781589,-10.94167496,? 186.52,-6.16%,-3.418872579,-4.081078988,12.50%,21.62%,78.93%,82.35%,83.01%
02-Feb-10,"? 4,830.10",20.77,3.4,1.02,7.638,2.823363505,? 232.55,86,? 226.17,-2.74%,-7.572821887,-12.05663546,? 186.55,-6.22%,-3.339706341,-3.994914768,13.99%,22.95%,79.79%,88.13%,75.33%
03-Feb-10,"? 4,931.85",21.21,3.47,1,7.676,2.96124281,? 232.52,86,? 226.10,-2.77%,-7.670505291,-12.01606269,? 187.37,-6.07%,-3.493995867,-4.183090712,9.84%,19.70%,79.34%,84.21%,67.55%
04-Feb-10,"? 4,845.35",20.84,3.41,1.02,7.669,2.870535509,? 232.50,86,? 226.25,-2.69%,-7.747122742,-12.4788106,? 187.35,-6.09%,-3.419609394,-4.107000131,12.11%,21.72%,83.72%,88.92%,80.49%
05-Feb-10,"? 4,718.65",20.18,3.32,1.05,7.693,2.737598612,? 233.83,86,? 226.26,-3.24%,-6.236723634,-9.232852967,? 187.34,-6.10%,-3.309085382,-3.997336297,17.13%,25.51%,89.82%,94.12%,61.28%
06-Feb-10,"? 4,757.25",20.35,3.35,1.04,7.693,2.778995086,? 233.77,86,? 226.08,-3.29%,-6.183221809,-9.039765937,? 188.30,-5.91%,-3.441901184,-4.176560725,13.42%,24.71%,89.11%,91.85%,63.98%
08-Feb-10,"? 4,760.40",20.36,3.35,1.04,7.678,2.766408644,? 233.81,86,? 226.91,-2.95%,-6.894094372,-10.64156572,? 188.81,-5.94%,-3.42627255,-4.153137611,13.35%,23.88%,87.43%,91.61%,74.73%
09-Feb-10,"? 4,792.65",20.5,3.37,1.03,7.678,2.79995122,? 233.79,86,? 218.30,-6.62%,-3.094613489,-3.664369689,? 189.01,-4.69%,-4.371771488,-5.602356271,10.85%,22.84%,86.49%,88.42%,80.31%
10-Feb-10,"? 4,757.20",20.35,3.35,1.04,7.701,2.786995086,? 233.77,86,? 218.73,-6.43%,-3.163912578,-3.774172999,? 190.86,-4.44%,-4.581356492,-5.981923399,10.43%,23.98%,84.07%,91.00%,82.05%
11-Feb-10,"? 4,826.85",20.65,3.4,1.02,7.788,2.945384988,? 233.75,86,? 217.52,-6.94%,-2.974638296,-3.486985571,? 191.52,-4.15%,-4.971507117,-6.589717473,8.27%,23.06%,80.49%,88.69%,71.56%
15-Feb-10,"? 4,801.95",20.54,3.38,1.03,7.859,2.990450828,? 233.79,86,? 214.42,-8.28%,-2.480042977,-2.832277384,? 193.99,-3.28%,-6.257477047,-9.118865888,10.58%,23.76%,81.18%,88.37%,71.88%
16-Feb-10,"? 4,855.75",20.77,3.42,1.02,7.891,3.076363505,? 233.79,86,? 214.54,-8.23%,-2.522546397,-2.879226299,? 194.11,-3.28%,-6.331808688,-9.189194687,12.36%,20.52%,80.73%,87.42%,66.48%
17-Feb-10,"? 4,914.00",21.02,3.46,1,7.868,3.11062607,? 233.78,86,? 210.87,-9.80%,-2.145416685,-2.389279697,? 194.27,-2.70%,-7.796085793,-12.39222524,11.54%,19.05%,75.98%,86.08%,78.92%
18-Feb-10,"? 4,887.75",20.91,3.44,1.01,7.892,3.109599235,? 233.75,86,? 210.90,-9.78%,-2.139033034,-2.385503502,? 197.53,-2.16%,-9.682749355,-18.19034966,12.15%,19.78%,76.63%,87.69%,78.99%
19-Feb-10,"? 4,844.90",20.72,3.41,1.02,7.869,3.042745174,? 233.83,86,? 210.91,-9.80%,-2.114476603,-2.360146704,? 205.68,-0.83%,-24.8275998,111.7313006,14.48%,18.92%,80.05%,90.67%,88.07%
22-Feb-10,"? 4,856.40",20.77,3.42,1.02,7.885,3.070363505,? 233.82,86,? 210.77,-9.86%,-2.107036593,-2.350226454,? 207.38,-0.54%,-38.51981334,43.19910736,12.41%,19.37%,78.85%,90.78%,85.20%
23-Feb-10,"? 4,870.05",20.83,3.43,1.01,7.846,3.045231877,? 233.80,86,? 210.76,-9.86%,-2.113398292,-2.35469297,? 207.93,-0.45%,-46.35041841,37.15679232,13.32%,16.90%,77.30%,90.18%,83.27%
24-Feb-10,"? 4,858.60",20.78,3.42,1.02,7.799,2.986680462,? 233.81,86,? 210.67,-9.90%,-2.099621486,-2.340875132,? 207.96,-0.43%,-48.23661129,35.26774806,12.57%,17.72%,76.41%,89.32%,85.09%
25-Feb-10,"? 4,859.75",20.79,3.42,1.02,7.799,2.98899519,? 233.75,86,? 210.66,-9.88%,-2.104355994,-2.346631674,? 207.92,-0.43%,-47.80045645,35.53439697,11.89%,17.26%,75.95%,88.93%,90.68%
26-Feb-10,"? 4,922.30",20.92,3.46,1,7.823,3.042885277,? 235.29,86,? 210.63,-10.48%,-1.996225354,-2.206802564,? 207.89,-0.44%,-47.90905683,37.13569819,6.92%,17.51%,73.56%,87.66%,88.16%
02-Mar-10,"? 5,017.00",21.33,3.53,0.98,7.864,3.175767464,? 235.21,92,? 210.71,-10.42%,-2.047880271,-2.260576068,? 207.95,-0.44%,-48.58042456,39.43177855,5.71%,15.98%,70.04%,83.45%,79.02%
03-Mar-10,"? 5,088.10",21.63,3.58,0.97,7.944,3.320791493,? 235.23,92,? 210.60,-10.47%,-2.065223455,-2.276017244,? 207.91,-0.43%,-50.73932801,39.78271542,4.82%,15.24%,63.95%,79.85%,80.56%
04-Mar-10,"? 5,080.25",21.59,3.57,0.97,7.952,3.320226031,? 235.31,92,? 210.69,-10.46%,-2.063646782,-2.274532197,? 207.90,-0.44%,-48.81502853,40.91198883,8.70%,17.04%,64.19%,79.90%,83.34%
05-Mar-10,"? 5,088.70",21.63,3.58,0.97,7.945,3.321791493,? 235.26,92,? 210.68,-10.45%,-2.070529877,-2.282463874,? 207.95,-0.44%,-49.70760833,40.44084095,8.79%,16.78%,66.89%,78.93%,79.90%
08-Mar-10,"? 5,124.00",21.8,3.61,0.96,7.973,3.385844037,? 235.05,92,? 210.63,-10.39%,-2.09893884,-2.312702726,? 207.86,-0.44%,-49.50936215,41.94895302,8.09%,15.42%,67.57%,77.66%,81.15%
09-Mar-10,"? 5,101.50",21.7,3.59,0.97,8.01,3.401705069,? 235.09,92,? 210.68,-10.39%,-2.089392837,-2.304638776,? 207.93,-0.44%,-49.79733468,40.6189272,7.09%,14.70%,69.75%,79.09%,83.89%
10-Mar-10,"? 5,116.25",21.77,3.6,0.96,7.97,3.376522738,? 235.01,92,? 210.66,-10.36%,-2.100647826,-2.315102914,? 208.02,-0.42%,-51.9209732,40.26195699,7.91%,15.49%,69.27%,78.24%,86.73%
11-Mar-10,"? 5,133.40",21.84,3.61,0.96,7.978,3.399245421,? 235.05,92,? 210.62,-10.39%,-2.10197872,-2.315961188,? 208.05,-0.41%,-53.43903365,39.61473761,7.75%,14.40%,69.76%,79.57%,92.07%
12-Mar-10,"? 5,137.00",21.86,3.62,0.96,8,3.425434584,? 235.00,92,? 210.72,-10.33%,-2.115871193,-2.332618668,? 208.03,-0.43%,-51.29597711,40.94815979,6.96%,13.59%,70.88%,81.17%,80.91%
15-Mar-10,"? 5,128.90",21.82,3.61,0.96,8.015,3.432048579,? 235.05,92,? 210.71,-10.36%,-2.107175146,-2.322488351,? 208.03,-0.43%,-51.2131683,40.86619053,6.17%,12.03%,71.19%,82.34%,79.48%
16-Mar-10,"? 5,198.10",22.12,3.66,0.95,8.015,3.49420434,? 235.00,92,? 210.64,-10.36%,-2.134618464,-2.350064511,? 207.97,-0.42%,-52.05025815,42.13123695,6.41%,9.55%,69.95%,79.72%,78.35%
17-Mar-10,"? 5,231.90",22.26,3.68,0.94,8.005,3.512637017,? 235.04,92,? 210.60,-10.40%,-2.140929745,-2.353724403,? 208.02,-0.41%,-54.34424511,41.96919535,4.16%,8.16%,67.25%,77.83%,75.83%
18-Mar-10,"? 5,245.90",22.32,3.69,0.94,7.965,3.484713262,? 235.03,92,? 210.63,-10.38%,-2.150238913,-2.3643462,? 208.01,-0.42%,-53.46391683,42.71589091,5.06%,7.73%,65.97%,77.54%,76.36%
19-Mar-10,"? 5,262.80",22.39,3.71,0.94,7.912,3.445720411,? 235.05,92,? 210.61,-10.40%,-2.152803154,-2.366709157,? 207.96,-0.42%,-53.19005483,43.13594693,3.49%,7.05%,63.53%,76.94%,75.56%
22-Mar-10,"? 5,205.20",22.15,3.66,0.95,7.831,3.316327314,? 235.00,92,? 210.69,-10.35%,-2.141096586,-2.357595338,? 207.92,-0.44%,-50.40402878,43.3845002,3.24%,8.38%,62.30%,79.82%,76.68%
23-Mar-10,"? 5,225.30",22.23,3.68,0.94,7.855,3.356574449,? 235.06,92,? 210.62,-10.39%,-2.138602988,-2.351227437,? 207.97,-0.42%,-52.64228105,42.93861056,2.67%,8.75%,60.33%,77.70%,79.58%
25-Mar-10,"? 5,260.40",22.38,3.7,0.94,7.863,3.394724754,? 235.05,92,? 210.74,-10.34%,-2.164065195,-2.380433786,? 207.94,-0.45%,-50.21550208,45.27423422,2.92%,8.44%,60.25%,77.06%,73.80%
26-Mar-10,"? 5,282.00",22.47,3.72,0.93,7.875,3.424621718,? 235.07,92,? 210.74,-10.35%,-2.171498706,-2.385934873,? 207.94,-0.45%,-50.49186301,46.33201775,3.75%,8.82%,59.00%,76.39%,72.98%
29-Mar-10,"? 5,302.85",22.56,3.73,0.93,7.856,3.423375887,? 235.06,92,? 210.63,-10.39%,-2.171153455,-2.384578832,? 207.96,-0.42%,-53.17102313,44.61065804,4.14%,6.98%,56.62%,77.40%,66.39%
30-Mar-10,"? 5,262.45",22.39,3.71,0.94,7.762,3.295720411,? 235.04,92,? 210.72,-10.35%,-2.163948925,-2.380186824,? 207.94,-0.44%,-50.75932218,44.87884483,7.45%,5.93%,56.08%,79.05%,68.73%
01-Apr-10,"? 5,290.50",22.52,3.73,0.93,7.762,3.321502664,? 234.92,92,? 210.65,-10.33%,-2.179731214,-2.39534994,? 207.94,-0.43%,-52.26387881,45.12034401,7.50%,4.97%,56.61%,77.69%,71.37%
05-Apr-10,"? 5,368.40",22.85,3.78,0.92,7.85,3.473632385,? 234.94,92,? 210.60,-10.36%,-2.205763733,-2.420749911,? 207.94,-0.42%,-53.98355119,46.00150134,6.85%,3.25%,53.49%,75.94%,69.63%
06-Apr-10,"? 5,366.00",22.84,3.78,0.92,7.811,3.432716287,? 234.94,92,? 210.59,-10.36%,-2.203713583,-2.418383966,? 207.86,-0.43%,-52.61534358,47.00496716,7.86%,2.41%,52.47%,77.27%,68.45%
07-Apr-10,"? 5,374.65",22.88,3.79,0.92,7.795,3.424370629,? 234.91,92,? 210.58,-10.36%,-2.209550011,-2.425000495,? 207.94,-0.42%,-54.57645798,45.68949004,8.40%,3.42%,55.02%,77.23%,67.99%
08-Apr-10,"? 5,304.45",22.96,3.77,0.92,7.796,3.440599303,? 231.03,92,? 210.59,-8.85%,-2.595704014,-2.897020334,? 207.85,-0.44%,-52.61102299,47.47827947,11.39%,5.46%,56.94%,77.76%,75.61%
09-Apr-10,"? 5,361.75",23.21,3.81,0.91,7.863,3.554512279,? 231.01,92,? 210.51,-8.87%,-2.615265267,-2.914065788,? 207.87,-0.42%,-55.22980239,47.39095783,10.23%,3.11%,51.01%,75.84%,77.00%
12-Apr-10,"? 5,339.70",23.11,3.79,0.91,8.013,3.685868888,? 231.06,92,? 210.61,-8.85%,-2.611690858,-2.91106564,? 207.85,-0.44%,-52.61545657,49.08922031,10.34%,4.28%,50.89%,76.76%,79.42%
13-Apr-10,"? 5,322.95",23.04,3.78,0.92,8.029,3.688722222,? 231.03,92,? 210.54,-8.87%,-2.597243381,-2.897769202,? 207.85,-0.43%,-53.88473577,46.7892639,10.57%,6.88%,53.89%,76.33%,84.60%
15-Apr-10,"? 5,273.60",22.83,3.75,0.93,8.057,3.676798511,? 230.99,92,? 211.47,-8.45%,-2.701429454,-3.035467778,? 207.87,-0.57%,-39.98735835,63.58099485,10.78%,7.87%,57.87%,77.50%,89.23%
16-Apr-10,"? 5,262.60",22.78,3.74,0.93,8.079,3.689184372,? 231.02,92,? 211.52,-8.44%,-2.698478349,-3.032564275,? 207.82,-0.59%,-38.91004282,66.11579202,9.94%,9.89%,54.43%,80.70%,91.19%
19-Apr-10,"? 5,203.65",22.58,3.7,0.94,8.088,3.659302037,? 230.45,92,? 211.20,-8.35%,-2.703242168,-3.046027908,? 207.81,-0.54%,-41.88372946,56.32488762,13.60%,12.12%,58.26%,84.39%,92.73%
20-Apr-10,"? 5,230.10",22.71,3.72,0.93,8.077,3.673653457,? 230.30,92,? 211.25,-8.27%,-2.746016003,-3.093936734,? 207.83,-0.54%,-41.8386487,58.65179247,11.37%,11.60%,57.25%,83.65%,93.92%
21-Apr-10,"? 5,244.90",22.78,3.73,0.93,7.984,3.594184372,? 230.24,92,? 211.19,-8.27%,-2.753490781,-3.102217387,? 207.80,-0.54%,-42.25026637,58.28594271,9.23%,12.80%,57.53%,83.50%,93.85%
22-Apr-10,"? 5,269.35",22.88,3.75,0.93,8.008,3.637370629,? 230.30,92,? 211.31,-8.25%,-2.774491636,-3.127154461,? 207.66,-0.58%,-39.48989902,65.25744584,8.95%,11.43%,58.91%,82.59%,
23-Apr-10,"? 5,304.10",23.03,3.77,0.92,7.992,3.649837603,? 230.31,92,? 211.25,-8.27%,-2.783151046,-3.131291205,? 207.69,-0.57%,-40.74688931,64.90917151,10.32%,11.31%,57.72%,81.30%,
26-Apr-10,"? 5,322.45",23.11,3.78,0.92,8.058,3.730868888,? 230.31,92,? 211.28,-8.26%,-2.797029134,-3.147498809,? 207.75,-0.56%,-41.29401551,64.13125003,10.56%,11.42%,58.26%,81.37%,
27-Apr-10,"? 5,308.35",22.45,3.77,0.92,8.07,3.615657016,? 236.45,92,? 211.80,-10.42%,-2.153516433,-2.361961955,? 207.69,-0.65%,-34.46115337,83.59963967,10.67%,13.02%,58.64%,82.26%,
28-Apr-10,"? 5,215.45",22.05,3.71,0.94,8.108,3.572852608,? 236.53,92,? 211.92,-10.40%,-2.119231046,-2.329705074,? 202.56,-1.49%,-14.76303289,-39.83052361,12.52%,13.97%,62.19%,84.78%,
29-Apr-10,"? 5,254.15",22.22,3.74,0.93,8.108,3.607549955,? 236.46,92,? 211.92,-10.38%,-2.141226297,-2.352011917,? 202.37,-1.53%,-14.56930846,-37.3367653,11.03%,13.64%,59.31%,83.93%,
30-Apr-10,"? 5,278.00",22.29,3.75,0.92,8.092,3.605683266,? 236.79,92,? 211.86,-10.53%,-2.117590033,-2.320396523,? 202.29,-1.53%,-14.57285087,-36.56756499,9.61%,14.50%,58.00%,82.78%,
03-May-10,"? 5,222.75",22.06,3.71,0.93,8.061,3.527908432,? 236.75,89,? 212.19,-10.38%,-2.126167968,-2.335510163,? 202.32,-1.57%,-14.00944483,-34.22001447,10.09%,16.21%,59.58%,85.12%,
04-May-10,"? 5,148.50",21.74,3.66,0.95,8.045,3.445183993,? 236.82,89,? 212.26,-10.37%,-2.095841401,-2.3071399,? 202.34,-1.58%,-13.73908739,-34.3798726,10.74%,17.51%,61.58%,86.78%,
05-May-10,"? 5,124.90",21.64,3.64,0.95,7.968,3.346927911,? 236.83,89,? 212.39,-10.32%,-2.09718989,-2.309850997,? 202.32,-1.61%,-13.47107325,-32.96744937,8.59%,18.92%,64.56%,87.46%,
06-May-10,"? 5,090.85",21.5,3.62,0.96,7.973,3.321837209,? 236.78,89,? 211.85,-10.53%,-2.042024684,-2.246893703,? 203.18,-1.38%,-15.54142135,-50.77942258,8.77%,19.97%,65.66%,88.93%,
07-May-10,"? 5,018.05",21.19,3.57,0.97,7.978,3.258792827,? 236.81,89,? 209.92,-11.36%,-1.866082893,-2.040376747,? 203.21,-1.08%,-19.66321111,-196.8471451,8.80%,19.18%,64.14%,90.87%,
10-May-10,"? 5,193.60",21.92,3.69,0.95,7.966,3.403956204,? 236.93,89,? 209.88,-11.42%,-1.920015103,-2.094285485,? 203.83,-0.97%,-22.58974361,-1077.05079,6.89%,15.44%,56.64%,84.61%,
11-May-10,"? 5,136.15",21.68,3.65,0.96,8.023,3.410453875,? 236.91,89,? 210.16,-11.29%,-1.920273353,-2.098729485,? 204.05,-0.98%,-22.14758303,-1147.82765,8.08%,19.68%,58.30%,88.03%,
12-May-10,"? 5,156.65",21.77,3.66,0.96,7.975,3.381522738,? 236.87,89,? 210.36,-11.19%,-1.945402723,-2.127953854,? 204.27,-0.97%,-22.3467835,-1534.241978,7.46%,19.65%,57.36%,87.20%,
13-May-10,"? 5,178.90",21.86,3.68,0.95,7.93,3.355434584,? 236.91,89,? 210.45,-11.17%,-1.957393434,-2.139380081,? 205.41,-0.81%,-27.14223942,151.1618059,7.46%,19.47%,55.33%,86.02%,
14-May-10,"? 5,093.50",21.26,3.62,0.97,7.499,2.795331138,? 239.58,89,? 210.39,-12.18%,-1.74496992,-1.89591361,? 205.49,-0.78%,-27.15017002,113.7215761,7.71%,20.88%,57.50%,89.06%,
17-May-10,"? 5,059.90",21.12,3.6,0.97,7.502,2.767151515,? 239.58,89,? 210.39,-12.18%,-1.733421323,-1.883360609,? 205.75,-0.74%,-28.54303741,91.80024992,9.58%,20.83%,60.57%,89.23%,
18-May-10,"? 5,066.20",21.14,3.6,0.97,7.466,2.735631031,? 239.65,89,? 210.38,-12.21%,-1.731060372,-1.880420225,? 205.89,-0.72%,-29.50877242,83.35867949,8.54%,20.30%,57.23%,87.74%,
19-May-10,"? 4,919.65",20.53,3.5,1,7.5,2.629079396,? 239.63,89,? 211.84,-11.60%,-1.769866645,-1.936839229,? 206.31,-0.88%,-23.42097696,166.3218573,10.56%,21.29%,62.27%,92.93%,
20-May-10,"? 4,947.60",20.65,3.52,1,7.438,2.595384988,? 239.59,89,? 211.80,-11.60%,-1.780205325,-1.948152622,? 208.55,-0.51%,-40.21165629,42.44889544,9.56%,20.94%,61.98%,92.10%,
21-May-10,"? 4,931.15",20.58,3.5,1,7.416,2.556913508,? 239.61,89,? 211.72,-11.64%,-1.768209299,-1.934411666,? 209.85,-0.30%,-69.69959826,29.20255423,10.08%,23.36%,63.19%,93.08%,
24-May-10,"? 4,943.95",20.63,3.51,1,7.382,2.534690257,? 239.65,89,? 211.75,-11.64%,-1.772312449,-1.938880667,? 210.06,-0.27%,-77.34766304,28.13378061,10.97%,23.61%,63.67%,94.48%,
25-May-10,"? 4,806.75",20.06,3.42,1.03,7.395,2.409955135,? 239.62,89,? 211.74,-11.63%,-1.72444889,-1.891970561,? 210.18,-0.25%,-81.04553181,25.63628032,12.06%,26.99%,70.07%,100.00%,
26-May-10,"? 4,917.40",20.52,3.49,1,7.383,2.509705653,? 239.64,89,? 211.82,-11.61%,-1.767317483,-1.933875579,? 210.18,-0.26%,-79.60469708,27.64655596,9.71%,24.54%,67.26%,95.99%,
27-May-10,"? 5,003.10",20.88,3.56,0.98,7.383,2.593727969,? 239.61,89,? 211.79,-11.61%,-1.798413255,-1.964208747,? 210.26,-0.24%,-86.52825439,28.26619628,6.91%,19.64%,66.96%,93.37%,
28-May-10,"? 5,066.55",21.22,3.6,0.97,7.524,2.811464656,? 238.76,89,? 211.61,-11.37%,-1.865963937,-2.039965182,? 210.71,-0.14%,-148.9924862,25.64112756,6.83%,17.23%,65.43%,90.78%,
31-May-10,"? 5,086.30",21.3,3.61,0.97,7.539,2.844164319,? 238.79,89,? 212.14,-11.16%,-1.908025032,-2.089592391,? 210.61,-0.24%,-88.37789806,29.2185272,7.66%,16.38%,64.38%,92.11%,
01-Jun-10,"? 4,970.20",20.81,3.53,0.99,7.564,2.758617972,? 238.84,93,? 213.31,-10.69%,-1.947145347,-2.145927067,? 210.68,-0.41%,-50.3891619,36.06495998,10.12%,19.19%,68.97%,96.89%,
02-Jun-10,"? 5,019.85",21.02,3.57,0.98,7.564,2.80662607,? 238.81,93,? 213.48,-10.61%,-1.981432727,-2.183105577,? 211.58,-0.30%,-70.74570293,30.78141985,10.76%,17.96%,66.96%,95.55%,
03-Jun-10,"? 5,110.50",21.4,3.63,0.96,7.503,2.830102804,? 238.81,93,? 213.41,-10.64%,-2.012220394,-2.211882203,? 211.73,-0.26%,-81.3713768,30.70264908,9.42%,15.08%,62.77%,93.56%,
04-Jun-10,"? 5,135.50",21.5,3.65,0.96,7.56,2.908837209,? 238.86,93,? 213.80,-10.49%,-2.04944814,-2.255884696,? 211.72,-0.33%,-66.11097869,33.86950788,8.08%,14.46%,62.95%,92.51%,
07-Jun-10,"? 5,034.00",21.11,3.58,0.98,7.537,2.799908574,? 238.47,93,? 213.44,-10.49%,-2.011570587,-2.21876836,? 211.72,-0.27%,-78.31061176,29.71429598,9.59%,14.99%,67.92%,96.98%,
08-Jun-10,"? 4,987.10",20.91,3.55,0.99,7.49,2.707599235,? 238.50,93,? 213.69,-10.41%,-2.009570207,-2.220874522,? 213.07,-0.10%,-216.832237,23.40062179,10.93%,15.50%,69.33%,97.05%,
09-Jun-10,"? 5,000.30",20.97,3.56,0.98,7.463,2.694282785,? 238.45,93,? 219.68,-7.87%,-2.664638843,-3.043658688,? 214.87,-0.74%,-28.5017561,85.85259697,11.12%,13.98%,69.69%,97.98%,
10-Jun-10,"? 5,078.60",21.3,3.61,0.97,7.485,2.790164319,? 238.43,93,? 219.67,-7.87%,-2.707201332,-3.087894557,? 214.87,-0.73%,-29.02735711,90.17420323,8.83%,14.37%,67.81%,94.41%,
11-Jun-10,"? 5,119.35",21.44,3.64,0.96,7.53,2.865820896,? 238.78,93,? 219.72,-7.98%,-2.687028935,-3.054534414,? 214.67,-0.77%,-27.75777944,114.2833257,7.85%,14.27%,66.25%,93.68%,
14-Jun-10,"? 5,197.70",21.77,3.7,0.95,7.638,3.044522738,? 238.76,93,? 219.10,-8.23%,-2.644657256,-2.989690376,? 214.65,-0.68%,-31.89169048,81.42060221,5.54%,11.85%,60.90%,91.75%,
15-Jun-10,"? 5,222.35",21.87,3.72,0.94,7.686,3.113526292,? 238.79,93,? 219.15,-8.22%,-2.659544567,-3.002795833,? 212.62,-1.00%,-21.78513456,-342.2772698,4.99%,11.49%,59.48%,90.81%,
16-Jun-10,"? 5,233.35",21.92,3.72,0.94,7.659,3.096956204,? 238.75,93,? 219.19,-8.19%,-2.676323507,-3.023306411,? 212.61,-1.01%,-21.69005463,-310.4753442,5.10%,8.07%,59.76%,91.48%,
17-Jun-10,"? 5,274.85",22.09,3.75,0.93,7.593,3.066064735,? 238.79,93,? 219.11,-8.24%,-2.680671571,-3.021692566,? 213.49,-0.86%,-25.59951577,329.2442227,3.27%,7.45%,60.38%,89.97%,
18-Jun-10,"? 5,262.60",22.04,3.75,0.94,7.62,3.082794918,? 238.77,93,? 219.17,-8.21%,-2.684832086,-3.032020773,? 210.69,-1.31%,-16.86276848,-60.05098721,2.55%,6.23%,60.64%,90.30%,
21-Jun-10,"? 5,353.30",22.42,3.81,0.92,7.572,3.111696699,? 238.77,93,? 219.17,-8.21%,-2.731212981,-3.075949228,? 210.48,-1.34%,-16.72258032,-53.29185519,0.24%,4.78%,59.23%,88.24%,
22-Jun-10,"? 5,316.55",22.27,3.78,0.93,7.568,3.077654243,? 238.73,93,? 219.20,-8.18%,-2.721562117,-3.07053804,? 210.54,-1.33%,-16.68573129,-55.03204719,-1.10%,5.12%,61.91%,90.25%,
23-Jun-10,"? 5,323.15",22.29,3.79,0.92,7.572,3.085683266,? 238.81,93,? 219.05,-8.27%,-2.693752192,-3.030713717,? 210.51,-1.32%,-16.92404142,-56.1374276,-0.89%,6.75%,61.74%,89.39%,
24-Jun-10,"? 5,320.60",22.28,3.79,0.92,7.585,3.096669659,? 238.81,93,? 218.99,-8.30%,-2.685226344,-3.020094693,? 210.55,-1.30%,-17.11025165,-58.30273209,-0.80%,9.80%,61.70%,88.21%,
25-Jun-10,"? 5,269.05",22.07,3.75,0.93,7.581,3.049962392,? 238.74,93,? 223.39,-6.43%,-3.43253221,-4.012978547,? 210.54,-1.96%,-11.28838363,-21.52945588,0.97%,11.95%,61.88%,91.05%,
28-Jun-10,"? 5,333.50",22.34,3.8,0.92,7.659,3.182724261,? 238.74,93,? 223.41,-6.42%,-3.477534181,-4.058798333,? 210.55,-1.96%,-11.42459719,-21.57557746,2.58%,9.83%,61.87%,88.57%,
29-Jun-10,"? 5,256.15",22.01,3.74,0.94,7.598,3.054610632,? 238.81,93,? 223.39,-6.46%,-3.408543948,-3.98926817,? 210.51,-1.96%,-11.23447187,-21.59645775,5.15%,9.79%,63.42%,89.85%,
30-Jun-10,"? 5,312.50",22.25,3.78,0.93,7.57,3.075617978,? 238.76,93,? 223.38,-6.44%,-3.45284109,-4.035206056,? 210.54,-1.95%,-11.39186519,-21.74660709,4.38%,9.87%,60.41%,86.50%,
01-Jul-10,"? 5,251.40",21.99,3.74,0.94,7.561,3.013478399,? 238.81,94,? 223.41,-6.45%,-3.410040501,-3.99193715,? 210.50,-1.96%,-11.19134551,-21.45551756,6.65%,11.74%,59.21%,87.00%,
02-Jul-10,"? 5,237.10",21.93,3.73,0.94,7.528,2.96803648,? 238.81,94,? 223.36,-6.47%,-3.389408458,-3.965530397,? 210.49,-1.96%,-11.20041806,-21.5430305,7.83%,10.97%,59.19%,85.42%,
05-Jul-10,"? 5,235.90",21.93,3.73,0.94,7.551,2.99103648,? 238.76,94,? 222.44,-6.84%,-3.208396506,-3.719981827,? 210.50,-1.82%,-12.03842619,-24.87334524,7.47%,11.90%,59.95%,87.06%,
06-Jul-10,"? 5,289.05",22.15,3.76,0.93,7.613,3.098327314,? 238.78,94,? 217.90,-8.74%,-2.533080932,-2.834549726,? 210.47,-1.15%,-19.24739875,-100.3148216,6.83%,9.98%,59.23%,87.13%,
