Date,close,P_E,P_B,Div_Yield,a10_y_GSEC,Yield_gap,EPS,MCAP_GDP,EPS_1YEARAGO,EPS_GROWTH_1,PEG_1,PEGY_1,EPS_3YEARAGO,EPS_GROWTH_3,PEG_3,PEGY_3,return_1,return_3,return-5,return_7,return_10
01-Aug-16,"? 8,636.55",23.61,3.38,1.27,7.163,2.927506565,? 365.80,70,? 360.20,-1.53%,-15.41101753,-90.10733682,? 328.07,-3.07%,-7.700623909,-13.14598705,15.95%,27.92%,,,
02-Aug-16,"? 8,622.90",23.58,3.38,1.27,7.139,2.898117897,? 365.69,70,? 360.33,-1.46%,-16.09558771,-120.9244638,? 328.09,-3.08%,-7.664948406,-13.05400894,16.74%,28.19%,,,
03-Aug-16,"? 8,544.85",23.36,3.35,1.28,7.174,2.893178082,? 365.79,70,? 360.31,-1.50%,-15.5944739,-107.1724163,? 328.18,-3.07%,-7.620648249,-13.08422506,17.70%,28.93%,,,
04-Aug-16,"? 8,551.10",23.38,3.35,1.28,7.194,2.916840034,? 365.74,70,? 360.32,-1.48%,-15.76243428,-115.0174899,? 328.47,-3.04%,-7.697757658,-13.30489399,16.69%,27.69%,,,
05-Aug-16,"? 8,683.15",23.74,3.4,1.26,7.169,2.956700084,? 365.76,70,? 360.23,-1.51%,-15.70854064,-94.47636041,? 328.47,-3.03%,-7.836316258,-13.41633548,14.11%,23.70%,,,
08-Aug-16,"? 8,711.35",23.82,3.41,1.26,7.168,2.969847187,? 365.72,70,? 362.16,-0.97%,-24.5220985,82.52744443,? 328.56,-3.19%,-7.459319154,-12.32076868,12.73%,24.31%,,,
09-Aug-16,"? 8,678.25",23.73,3.4,1.26,7.173,2.958924989,? 365.71,70,? 362.87,-0.78%,-30.58399012,49.01840731,? 329.59,-3.16%,-7.519272541,-12.51654634,11.90%,27.42%,,,
10-Aug-16,"? 8,575.30",23.44,3.36,1.28,7.124,2.857788396,? 365.84,70,? 362.54,-0.90%,-25.980841,62.04394806,? 329.46,-3.14%,-7.468414943,-12.61197675,14.21%,29.50%,,,
11-Aug-16,"? 8,592.15",23.49,3.34,1.26,7.101,2.843869306,? 365.78,70,? 362.64,-0.86%,-27.3461533,58.57670706,? 330.87,-3.01%,-7.805377048,-13.42697084,15.19%,28.56%,,,
12-Aug-16,"? 8,672.15",23.71,3.36,1.24,7.083,2.865370308,? 365.76,70,? 362.92,-0.78%,-30.50501224,51.23709373,? 331.76,-2.95%,-8.042939432,-13.88232465,14.21%,26.25%,,,
16-Aug-16,"? 8,642.55",23.63,3.35,1.25,7.103,2.871091409,? 365.74,70,? 362.73,-0.82%,-28.66676247,55.50851815,? 332.25,-2.88%,-8.195923894,-14.4690553,13.83%,27.55%,,,
17-Aug-16,"? 8,624.05",23.58,3.34,1.25,7.103,2.862117897,? 365.74,70,? 362.74,-0.82%,-28.7999007,54.67861881,? 334.13,-2.70%,-8.729933204,-16.25028365,13.11%,25.21%,,,
18-Aug-16,"? 8,673.25",23.71,3.36,1.24,7.104,2.886370308,? 365.81,70,? 362.85,-0.81%,-29.34148195,54.89327821,? 334.82,-2.64%,-8.967810738,-16.88866032,12.59%,25.04%,,,
19-Aug-16,"? 8,666.90",23.7,3.31,1.25,7.14,2.920590717,? 365.69,70,? 362.75,-0.80%,-29.49016116,53.09828094,? 336.89,-2.43%,-9.73340046,-20.00143953,13.68%,25.16%,,,
22-Aug-16,"? 8,629.15",23.59,3.3,1.25,7.099,2.859915642,? 365.80,70,? 362.18,-0.99%,-23.82475105,90.78201136,? 336.36,-2.44%,-9.687423439,-19.90522415,14.23%,26.85%,,,
23-Aug-16,"? 8,632.60",23.73,3.3,1.25,7.156,2.941924989,? 363.78,70,? 361.95,-0.50%,-47.01869791,31.83922167,? 336.77,-2.37%,-9.994475918,-21.10624868,14.83%,27.46%,,,
24-Aug-16,"? 8,650.30",23.78,3.31,1.25,7.158,2.952785534,? 363.76,70,? 361.45,-0.64%,-37.35638266,38.76570967,? 336.34,-2.37%,-10.02780479,-21.20551564,13.25%,27.58%,,,
25-Aug-16,"? 8,592.20",23.62,3.29,1.26,7.134,2.900299746,? 363.77,70,? 360.79,-0.82%,-28.83291803,53.58470212,? 336.37,-2.31%,-10.22938757,-22.51596052,15.04%,27.82%,,,
26-Aug-16,"? 8,572.55",23.5,3.27,1.25,7.122,2.866680851,? 364.79,70,? 359.58,-1.43%,-16.46936538,-132.8496827,? 335.62,-2.27%,-10.33988594,-22.97721452,15.69%,29.20%,,,
29-Aug-16,"? 8,607.45",23.6,3.29,1.24,7.127,2.889711864,? 364.72,70,? 361.04,-1.01%,-23.39606314,102.0393679,? 335.69,-2.40%,-9.842588554,-20.38448555,15.88%,27.84%,,,
30-Aug-16,"? 8,744.35",23.97,3.34,1.22,7.121,2.949118481,? 364.80,70,? 361.05,-1.03%,-23.27473823,126.0729268,? 337.35,-2.24%,-10.7144433,-23.56544967,13.36%,23.71%,,,
31-Aug-16,"? 8,786.20",24.09,3.36,1.22,7.107,2.955899958,? 364.72,70,? 361.03,-1.01%,-23.8166315,115.5274065,? 337.31,-2.24%,-10.75419214,-23.6163346,13.27%,23.38%,,,
01-Sep-16,"? 8,774.65",24.06,3.35,1.22,7.11,2.953724023,? 364.70,69,? 361.05,-1.00%,-24.04904218,109.5906109,? 338.30,-2.15%,-11.21120534,-25.9808361,13.01%,22.00%,,,
02-Sep-16,"? 8,809.65",24.15,3.36,1.22,7.118,2.977213251,? 364.79,69,? 361.02,-1.03%,-23.4021522,128.4276412,? 338.44,-2.13%,-11.3356939,-26.52567637,12.77%,27.98%,,,
06-Sep-16,"? 8,943.00",24.52,3.42,1.2,7.119,3.040696574,? 364.72,69,? 361.03,-1.01%,-24.19431367,131.4472375,? 338.38,-2.14%,-11.47788477,-26.1886877,11.89%,29.71%,,,
07-Sep-16,"? 8,917.95",24.45,3.4,1.2,7.097,3.00702045,? 364.74,69,? 361.00,-1.03%,-23.85036803,139.8272772,? 336.87,-2.28%,-10.72471185,-22.64346935,13.18%,29.94%,,,
08-Sep-16,"? 8,952.50",24.54,3.41,1.2,7.055,2.980020375,? 364.81,69,? 360.90,-1.07%,-22.88663906,192.0808777,? 346.65,-1.33%,-18.40298306,-183.8485044,12.59%,27.79%,,,
09-Sep-16,"? 8,866.70",24.31,3.38,1.21,7.042,2.928466475,? 364.73,69,? 360.99,-1.03%,-23.66385144,133.0635206,? 346.69,-1.34%,-18.16964065,-190.0018709,13.76%,30.50%,,,
12-Sep-16,"? 8,715.60",23.89,3.32,1.23,7.057,2.871148179,? 364.82,69,? 360.94,-1.07%,-22.42732763,144.9796988,? 346.57,-1.34%,-17.76798209,-208.5491009,15.72%,32.09%,,,
14-Sep-16,"? 8,726.60",23.92,3.33,1.23,7.083,2.902397993,? 364.82,69,? 361.02,-1.04%,-22.93219138,127.9658954,? 346.70,-1.34%,-17.8455046,-216.6792452,16.35%,31.49%,,,
15-Sep-16,"? 8,742.55",23.97,3.33,1.23,7.08,2.908118481,? 364.73,69,? 360.96,-1.03%,-23.18069056,122.3273108,? 346.53,-1.35%,-17.75252915,-199.367639,16.07%,29.94%,,,
16-Sep-16,"? 8,779.85",24.07,3.34,1.26,7.067,2.912450769,? 364.76,69,? 360.94,-1.05%,-22.99363693,112.9046946,? 346.61,-1.34%,-17.94430438,-295.7994546,15.50%,28.86%,,,
19-Sep-16,"? 8,808.40",24.15,3.34,1.25,7.052,2.911213251,? 364.74,69,? 360.84,-1.07%,-22.59968385,133.130482,? 346.95,-1.30%,-18.5723734,-479.9431366,14.91%,26.86%,,,
20-Sep-16,"? 8,775.90",24.06,3.33,1.26,7.052,2.895724023,? 364.75,69,? 360.92,-1.05%,-22.89204077,115.1308105,? 347.01,-1.30%,-18.4928933,-586.2526006,13.54%,26.78%,,,
21-Sep-16,"? 8,777.15",24.11,3.33,1.26,7.065,2.917343426,? 364.05,69,? 360.80,-0.89%,-27.05548441,65.36208298,? 346.96,-1.30%,-18.60534727,-672.2616058,12.48%,28.89%,,,
22-Sep-16,"? 8,867.45",24.34,3.37,1.25,7.039,2.930536565,? 364.32,69,? 360.78,-0.97%,-25.08743863,86.99277783,? 346.98,-1.29%,-18.83615664,-576.836473,11.32%,26.69%,,,
23-Sep-16,"? 8,831.55",24.24,3.35,1.25,6.977,2.851587459,? 364.34,69,? 360.80,-0.97%,-24.98374859,86.64281746,? 346.92,-1.30%,-18.65718158,-492.3666219,10.24%,28.01%,,,
26-Sep-16,"? 8,723.05",23.94,3.31,1.27,6.966,2.78889056,? 364.37,69,? 360.73,-1.00%,-23.93708931,88.70661661,? 346.85,-1.30%,-18.42409354,-814.6875147,11.99%,30.01%,,,
27-Sep-16,"? 8,706.40",23.9,3.3,1.27,6.934,2.749899582,? 364.28,69,? 360.78,-0.96%,-24.86300398,77.41331812,? 347.01,-1.29%,-18.54474768,-1272.995687,12.43%,31.26%,,,
28-Sep-16,"? 8,745.15",23.97,3.32,1.27,6.933,2.761118481,? 364.84,69,? 360.78,-1.11%,-21.56153421,151.4232336,? 346.96,-1.29%,-18.52516038,-1002.261125,12.74%,31.09%,,,
29-Sep-16,"? 8,591.25",23.51,3.26,1.29,6.921,2.667490855,? 365.43,69,? 360.79,-1.27%,-18.50929837,1185.721138,? 347.00,-1.29%,-18.21911068,-58298.36045,15.41%,34.86%,,,
30-Sep-16,"? 8,611.15",23.4,3.27,1.29,7.013,2.739495726,? 368.00,69,? 360.86,-1.94%,-12.05822562,-35.96768309,? 344.03,-1.58%,-14.82232744,-81.05315387,14.84%,35.43%,,,
03-Oct-16,"? 8,738.10",23.8,3.31,1.27,6.958,2.756319328,? 367.15,69,? 360.85,-1.72%,-13.86632425,-53.31678118,? 343.99,-1.58%,-15.04299337,-76.24981096,14.21%,32.62%,,,
04-Oct-16,"? 8,769.15",23.95,3.33,1.26,6.899,2.723634656,? 366.14,69,? 360.79,-1.46%,-16.38311648,-118.6402248,? 344.16,-1.56%,-15.34349763,-79.5887826,13.91%,32.33%,,,
05-Oct-16,"? 8,743.95",23.43,3.32,1.27,6.837,2.568967563,? 373.19,69,? 360.83,-3.31%,-7.072554395,-11.46951841,? 344.15,-1.57%,-14.97017254,-79.39352645,14.56%,32.46%,,,
06-Oct-16,"? 8,709.55",23.52,3.3,1.27,6.797,2.54529932,? 370.30,69,? 360.73,-2.58%,-9.100257483,-17.89215973,? 343.97,-1.57%,-14.94302006,-77.37376211,14.64%,33.00%,,,
07-Oct-16,"? 8,697.60",23.49,3.29,1.27,6.82,2.562869306,? 370.27,69,? 360.77,-2.56%,-9.161805484,-18.15434502,? 344.13,-1.56%,-15.03634989,-80.38622471,16.08%,33.68%,,,
10-Oct-16,"? 8,708.80",23.34,3.3,1.27,6.848,2.563509854,? 373.13,69,? 357.93,-4.07%,-5.730082552,-8.326080575,? 343.99,-1.32%,-17.74569827,-515.8201475,16.75%,35.34%,,,
13-Oct-16,"? 8,573.35",23.16,3.25,1.29,6.819,2.501210708,? 370.18,69,? 357.98,-3.30%,-7.026704779,-11.54537943,? 344.15,-1.30%,-17.75350561,-1593.824139,19.33%,38.15%,,,
14-Oct-16,"? 8,583.40",22.98,3.25,1.29,6.828,2.476389904,? 373.52,69,? 357.90,-4.18%,-5.495571619,-7.947298457,? 344.14,-1.30%,-17.70101667,-2792.048735,19.24%,38.38%,,,
17-Oct-16,"? 8,520.40",23,3.23,1.3,6.854,2.506173913,? 370.45,69,? 357.99,-3.36%,-6.835579466,-11.13937575,? 344.03,-1.32%,-17.46226264,-1342.987923,19.84%,39.55%,,,
18-Oct-16,"? 8,677.90",23.22,3.29,1.28,6.844,2.537367786,? 373.73,69,? 357.99,-4.21%,-5.516288853,-7.926668485,? 343.98,-1.32%,-17.56629811,-554.8471261,16.92%,37.61%,,,
19-Oct-16,"? 8,659.10",23.35,3.28,1.28,6.812,2.529344754,? 370.84,69,? 357.90,-3.49%,-6.690633826,-10.56583384,? 344.10,-1.30%,-17.9400833,-1083.289687,17.62%,37.63%,,,
20-Oct-16,"? 8,699.40",23.46,3.3,1.27,6.819,2.556425405,? 370.82,69,? 358.03,-3.45%,-6.802442358,-10.76758612,? 343.99,-1.32%,-17.71256567,-430.589512,17.34%,37.55%,,,
21-Oct-16,"? 8,693.05",23.23,3.29,1.27,6.847,2.542221696,? 374.22,69,? 357.96,-4.34%,-5.348556091,-7.55882674,? 340.92,-1.61%,-14.40511784,-67.80080325,18.43%,38.18%,,,
